Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Journal of Analytical Science and Technology","Journal of Analytical Science and Technology","","4 / 2013 - 9 / 2018","","","","","http://link.springer.com/journal/40543","Journal"
"Veterinary Research Communications","Veterinary Research Communications","","1 / 1977 - 42 / 2018","","","","","http://link.springer.com/journal/11259","Journal"
"Journal of Ocean Engineering and Marine Energy","Journal of Ocean Engineering and Marine Energy","","1 / 2015 - 4 / 2018","","","","","http://link.springer.com/journal/40722","Journal"
"Biomedical Engineering","Biomedical Engineering","","1 / 1967 - 51 / 2017","","","","","http://link.springer.com/journal/10527","Journal"
"Indian Journal of International Law","Indian Journal of International Law","","55 / 2015 - 57 / 2017","","","","","http://link.springer.com/journal/40901","Journal"
"Geotechnical and Geological Engineering","Geotechnical and Geological Engineering","","1 / 1983 - 36 / 2018","","","","","http://link.springer.com/journal/10706","Journal"
"Cost Effectiveness and Resource Allocation","Cost Effectiveness and Resource Allocation","","1 / 2003 - 16 / 2018","","","","","http://link.springer.com/journal/12962","Journal"
"Mediterranean Journal of Nutrition and Metabolism","Mediterranean Journal of Nutrition and Metabolism","","1 / 2009 - 6 / 2013","","","","","http://link.springer.com/journal/12349","Journal"
"Soziologie","Soziologie","","34 / 2005 - 36 / 2007","","","","","http://link.springer.com/journal/11617","Journal"
"Journal of Computing in Higher Education","Journal of Computing in Higher Education","","1 / 1990 - 30 / 2018","","","","","http://link.springer.com/journal/12528","Journal"
"Origins of Life and Evolution of Biospheres","Origins of Life and Evolution of Biospheres","","1 / 1968 - 48 / 2018","","","","","http://link.springer.com/journal/11084","Journal"
"International Journal of Computer Vision","International Journal of Computer Vision","","1 / 1987 - 126 / 2018","","","","","http://link.springer.com/journal/11263","Journal"
"Biodiversity and Conservation","Biodiversity and Conservation","","1 / 1992 - 27 / 2018","","","","","http://link.springer.com/journal/10531","Journal"
"Medical Gas Research","Medical Gas Research","","1 / 2011 - 5 / 2015","","","","","http://link.springer.com/journal/13618","Journal"
"Journal of Geographical Sciences","Journal of Geographical Sciences","","11 / 2001 - 28 / 2018","","","","","http://link.springer.com/journal/11442","Journal"
"Journal of Building Pathology and Rehabilitation","Journal of Building Pathology and Rehabilitation","","1 / 2016 - 3 / 2018","","","","","http://link.springer.com/journal/41024","Journal"
"Genetic Programming and Evolvable Machines","Genetic Programming and Evolvable Machines","","1 / 2000 - 19 / 2018","","","","","http://link.springer.com/journal/10710","Journal"
"International Journal of Biometeorology","International Journal of Biometeorology","","1 / 1957 - 62 / 2018","","","","","http://link.springer.com/journal/484","Journal"
"Marketing Review St. Gallen","Marketing Review St. Gallen","","23 / 2006 - 32 / 2015","","","","","http://link.springer.com/journal/11621","Journal"
"Molecular Biology","Molecular Biology","","34 / 2000 - 52 / 2018","","","","","http://link.springer.com/journal/11008","Journal"
"Mathematical Programming Computation","Mathematical Programming Computation","","1 / 2009 - 10 / 2018","","","","","http://link.springer.com/journal/12532","Journal"
"Advanced Composites and Hybrid Materials","Advanced Composites and Hybrid Materials","","1 / 2018","","","","","http://link.springer.com/journal/42114","Journal"
"Psychosomatik und Konsiliarpsychiatrie","Psychosomatik und Konsiliarpsychiatrie","","1 / 2007 - 2 / 2008","","","","","http://link.springer.com/journal/11800","Journal"
"manuscripta mathematica","manuscripta mathematica","","1 / 1969 - 156 / 2018","","","","","http://link.springer.com/journal/229","Journal"
"Genetics Selection Evolution","Genetics Selection Evolution","","1 / 1969 - 50 / 2018","","","","","http://link.springer.com/journal/12711","Journal"
"Lung","Lung","","1 / 1903 - 196 / 2018","","","","","http://link.springer.com/journal/408","Journal"
"Journal of Biomedical Discovery and Collaboration","Journal of Biomedical Discovery and Collaboration","","1 / 2006 - 4 / 2009","","","","","http://link.springer.com/journal/13009","Journal"
"Economics of Governance","Economics of Governance","","1 / 2000 - 19 / 2018","","","","","http://link.springer.com/journal/10101","Journal"
"Meccanica","Meccanica","","1 / 1966 - 53 / 2018","","","","","http://link.springer.com/journal/11012","Journal"
"Semigroup Forum","Semigroup Forum","","1 / 1970 - 96 / 2018","","","","","http://link.springer.com/journal/233","Journal"
"Chromosoma","Chromosoma","","1 / 1939 - 127 / 2018","","","","","http://link.springer.com/journal/412","Journal"
"Scoliosis and Spinal Disorders","Scoliosis and Spinal Disorders","","1 / 2006 - 13 / 2018","","","","","http://link.springer.com/journal/13013","Journal"
"Commentarii Mathematici Helvetici","Commentarii Mathematici Helvetici","","1 / 1929 - 79 / 2004","","","","","http://link.springer.com/journal/14","Journal"
"Journal of Developmental and Life-Course Criminology","Journal of Developmental and Life-Course Criminology","","1 / 2015 - 4 / 2018","","","","","http://link.springer.com/journal/40865","Journal"
"Journal of Logic, Language and Information","Journal of Logic, Language and Information","","1 / 1992 - 27 / 2018","","","","","http://link.springer.com/journal/10849","Journal"
"Pädiatrie","Pädiatrie","","21 / 2009 - 30 / 2018","","","","","http://link.springer.com/journal/15014","Journal"
"Apoptosis","Apoptosis","","1 / 1996 - 23 / 2018","","","","","http://link.springer.com/journal/10495","Journal"
"L1-Educational Studies in Language and Literature","L1-Educational Studies in Language and Literature","","1 / 2001 - 5 / 2005","","","","","http://link.springer.com/journal/10674","Journal"
"American Journal of Cardiovascular Drugs","American Journal of Cardiovascular Drugs","","1 / 2001 - 18 / 2018","","","","","http://link.springer.com/journal/40256","Journal"
"Journal of Zhejiang University-SCIENCE B","Journal of Zhejiang University-SCIENCE B","","6 / 2005 - 19 / 2018","","","","","http://link.springer.com/journal/11585","Journal"
"Journal of Materials Science","Journal of Materials Science","","1 / 1966 - 53 / 2018","","","","","http://link.springer.com/journal/10853","Journal"
"International Journal of Dynamics and Control","International Journal of Dynamics and Control","","1 / 2013 - 6 / 2018","","","","","http://link.springer.com/journal/40435","Journal"
"Tandartspraktijk","Tandartspraktijk","","26 / 2005 - 39 / 2018","","","","","http://link.springer.com/journal/12496","Journal"
"Journal of Cancer Survivorship","Journal of Cancer Survivorship","","1 / 2007 - 12 / 2018","","","","","http://link.springer.com/journal/11764","Journal"
"Perspectives on Behavior Science","Perspectives on Behavior Science","","1 / 1978 - 40 / 2017","","","","","http://link.springer.com/journal/40614","Journal"
"AStA Wirtschafts- und Sozialstatistisches Archiv","AStA Wirtschafts- und Sozialstatistisches Archiv","","1 / 2007 - 11 / 2017","","","","","http://link.springer.com/journal/11943","Journal"
"Thermal Engineering","Thermal Engineering","","53 / 2006 - 65 / 2018","","","","","http://link.springer.com/journal/11509","Journal"
"Applied Biological Chemistry","Applied Biological Chemistry","","52 / 2009 - 61 / 2018","","","","","http://link.springer.com/journal/13765","Journal"
"Reliable Computing","Reliable Computing","","1 / 1995 - 13 / 2007","","","","","http://link.springer.com/journal/11155","Journal"
"Journal of Pharmaceutical Investigation","Journal of Pharmaceutical Investigation","","42 / 2012 - 48 / 2018","","","","","http://link.springer.com/journal/40005","Journal"
"Kognitionswissenschaft","Kognitionswissenschaft","","6 / 1997 - 9 / 2002","","","","","http://link.springer.com/journal/197","Journal"
"Innovations in Systems and Software Engineering","Innovations in Systems and Software Engineering","","1 / 2005 - 14 / 2018","","","","","http://link.springer.com/journal/11334","Journal"
"Zeitschrift für Europäisches Unternehmens- und Verbraucherrecht","Zeitschrift für Europäisches Unternehmens- und Verbraucherrecht","","1 / 2012","","","","","http://link.springer.com/journal/13590","Journal"
"Constitutional Political Economy","Constitutional Political Economy","","1 / 1990 - 29 / 2018","","","","","http://link.springer.com/journal/10602","Journal"
"Advances in Atmospheric Sciences","Advances in Atmospheric Sciences","","1 / 1984 - 35 / 2018","","","","","http://link.springer.com/journal/376","Journal"
"International Journal of Emergency Medicine","International Journal of Emergency Medicine","","1 / 2008 - 11 / 2018","","","","","http://link.springer.com/journal/12245","Journal"
"Biology Bulletin Reviews","Biology Bulletin Reviews","","1 / 2011 - 8 / 2018","","","","","http://link.springer.com/journal/13335","Journal"
"The journal of nutrition, health & aging","The journal of nutrition, health & aging","","12 / 2008 - 22 / 2018","","","","","http://link.springer.com/journal/12603","Journal"
"Indian Journal of Otolaryngology and Head & Neck Surgery","Indian Journal of Otolaryngology and Head & Neck Surgery","","2 / 1950 - 70 / 2018","","","","","http://link.springer.com/journal/12070","Journal"
"Heart and Vessels","Heart and Vessels","","1 / 1985 - 33 / 2018","","","","","http://link.springer.com/journal/380","Journal"
"Japan Journal of Industrial and Applied Mathematics","Japan Journal of Industrial and Applied Mathematics","","1 / 1984 - 35 / 2018","","","","","http://link.springer.com/journal/13160","Journal"
"Unterrichtswissenschaft","Unterrichtswissenschaft","","46 / 2018","","","","","http://link.springer.com/journal/42010","Journal"
"Diabetologia","Diabetologia","","1 / 1965 - 61 / 2018","","","","","http://link.springer.com/journal/125","Journal"
"Journal of Database Marketing & Customer Strategy Management","Journal of Database Marketing & Customer Strategy Management","","8 / 2001 - 19 / 2012","","","","","http://link.springer.com/journal/41489","Journal"
"Il Nuovo Cimento (1901-1910)","Il Nuovo Cimento (1901-1910)","","1 / 1901 - 20 / 1910","","","","","http://link.springer.com/journal/40757","Journal"
"Cough","Cough","","1 / 2005 - 10 / 2014","","","","","http://link.springer.com/journal/12997","Journal"
"Journal of Digital Asset Management","Journal of Digital Asset Management","","1 / 2005 - 6 / 2010","","","","","http://link.springer.com/journal/41493","Journal"
"CME","CME","","6 / 2009 - 15 / 2018","","","","","http://link.springer.com/journal/11298","Journal"
"Il Nuovo Cimento (1943-1954)","Il Nuovo Cimento (1943-1954)","","1 / 1943 - 12 / 1954","","","","","http://link.springer.com/journal/40761","Journal"
"Child & Youth Care Forum","Child & Youth Care Forum","","1 / 1972 - 47 / 2018","","","","","http://link.springer.com/journal/10566","Journal"
"Geology of Ore Deposits","Geology of Ore Deposits","","48 / 2006 - 60 / 2018","","","","","http://link.springer.com/journal/11477","Journal"
"Soziale Probleme","Soziale Probleme","","26 / 2015 - 28 / 2017","","","","","http://link.springer.com/journal/41059","Journal"
"Glass Structures & Engineering","Glass Structures & Engineering","","1 / 2016 - 3 / 2018","","","","","http://link.springer.com/journal/40940","Journal"
"Human Ecology","Human Ecology","","1 / 1973 - 46 / 2018","","","","","http://link.springer.com/journal/10745","Journal"
"Visualization in Engineering","Visualization in Engineering","","1 / 2013 - 6 / 2018","","","","","http://link.springer.com/journal/40327","Journal"
"Proceedings: Plant Sciences","Proceedings: Plant Sciences","","1 / 1934 - 100 / 1990","","","","","http://link.springer.com/journal/12388","Journal"
"Journal of Polymers and the Environment","Journal of Polymers and the Environment","","1 / 1993 - 26 / 2018","","","","","http://link.springer.com/journal/10924","Journal"
"Current Treatment Options in Infectious Diseases","Current Treatment Options in Infectious Diseases","","6 / 2014 - 10 / 2018","","","","","http://link.springer.com/journal/40506","Journal"
"CEAS Space Journal","CEAS Space Journal","","1 / 2011 - 10 / 2018","","","","","http://link.springer.com/journal/12567","Journal"
"Cellulose","Cellulose","","1 / 1994 - 25 / 2018","","","","","http://link.springer.com/journal/10570","Journal"
"Maritime Studies","Maritime Studies","","11 / 2012 - 16 / 2017","","","","","http://link.springer.com/journal/40152","Journal"
"Journal of Neuroimmune Pharmacology","Journal of Neuroimmune Pharmacology","","1 / 2006 - 13 / 2018","","","","","http://link.springer.com/journal/11481","Journal"
"arktos","arktos","","1 / 2015 - 4 / 2018","","","","","http://link.springer.com/journal/41063","Journal"
"Zeitschrift für Politikberatung","Zeitschrift für Politikberatung","","1 / 2008 - 3 / 2010","","","","","http://link.springer.com/journal/12392","Journal"
"Natural Computing","Natural Computing","","1 / 2002 - 17 / 2018","","","","","http://link.springer.com/journal/11047","Journal"
