콜라보,타이틀,낙찰가격,출시년도,재질,크기,박스크기,에디션,컨디션,정보 디테일
BE@RBRICK X Marvel,"Why So Serious?, Joker 400%, from The Dark Knight",$144.00,2008,Painted cast resin,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,,"Condition Report*:
No apparent condition issues. Comes in original box. 11-1/2 x 6-1/4 x 4-1/2 inches.
Unframed","BE@RBRICK X Marvel
Why So Serious?, Joker 400%, from The Dark Knight, 2008
Painted cast resin
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Stamped to the reverse and the underside of the feet
Produced by Medicom Toy, Tokyo"
BE@RBRICK X alife,Alife BE@RBRICK 400%,$143.75,2016,Cast resin with velvet,11 x 5-1/4 x 3-1/2 inches (27.9 x 13.3 x 8.9 cm),,,"Condition Report*:
Heavy surface soil; yellow staining; four velvet losses to the face; adhesive residue to the bottom of the feet. Comes in original box. 11-3/4 x 7-3/4 x 4-3/4 inches.","BE@RBRICK X alife
Alife BE@RBRICK 400%, 2016
Cast resin with velvet
11 x 5-1/4 x 3-1/2 inches (27.9 x 13.3 x 8.9 cm)
Stamped on the underside of the feet
Published by Medicom Toy, Tokyo"
BE@RBRICK X Kozik,Humbert 400%,$139.00,2003,Painted cast vinyl,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,,"Condition Report*:
scuffs to the reverse. Comes in original box. 11-1/2 x 6-1/4 x 4-1/2 inches.
Unframed","BE@RBRICK X Kozik
Humbert 400%, 2003
Painted cast vinyl
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Stamped on the reverse
Produced by Medicom Toy, Tokyo"
BE@RBRICK X G1950,Twelve Bar 400%,$139.00,2007,Painted cast resin,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,,"Condition Report*:
No apparent condition issues. Comes in original unopened box. 11-1/2 x 6-1/4 x 4-1/4 inches.
Unframed","BE@RBRICK X G1950
Twelve Bar 400%, 2007
Painted cast resin
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Produced by Medicom Toy, Tokyo"
BE@RBRICK X Kinnikuman,Ultimate M.U.S.C.L.E. 400%,$139.00,2017,Painted cast resin,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,,"Condition Report*:
No apparent condition issues. Comes in original unopened packaging. 11-1/2 x 6-1/4 x 4-1/4 inches.
Unframed","BE@RBRICK X Kinnikuman
Ultimate M.U.S.C.L.E. 400%, 2017
Painted cast resin
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Produced by Medicom Toy, Tokyo"
BE@RBRICK X Godzilla,60th Anniversary 400%,$139.00,2014,Painted cast resin,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,,"Condition Report*:
No apparent condition issues. Comes in original box. 11-1/2 x 6-1/4 x 4-1/2 inches.
Unframed","BE@RBRICK X Godzilla
60th Anniversary 400%, 2014
Painted cast resin
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Stamped to the reverse and the underside of the feet
Produced by Medicom Toy, Tokyo"
BE@RBRICK X Shoko Nakazawa,Devil Byron 400% and 100% (two works),$139.00,2017,Painted cast resin,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm) (400%),,,"Condition Report*:
No apparent condition issues. Comes in original box. 12 x 8 x 4-3/4 inches.
Unframed","BE@RBRICK X Shoko Nakazawa
Devil Byron 400% and 100% (two works), 2017
Painted cast resin
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm) (400%)
2-7/8 x 1-1/4 x 3/4 inches (7.3 x 3.2 x 1.9 cm) (100%)
Each stamped to the reveres and the underside of the feet
Produced by Medicom Toy, Tokyo"
BE@RBRICK X Sex Pistols,Chocogin 200%,$137.50,2015,Painted metal,5-5/8 x 2-1/2 x 1-1/2 inches (14.3 x 6.4 x 3.8 cm),,,"Condition Report*:
No apparent condition issues. Comes in original box.","BE@RBRICK X Sex Pistols
Chocogin 200%, 2015
Painted metal
5-5/8 x 2-1/2 x 1-1/2 inches (14.3 x 6.4 x 3.8 cm)
Stamped on the reverse
Published by Medicom Toy, Tokyo"
BE@RBRICK X Staple,Staple Be@rbrick 400%,$137.50,2010,Painted cast resin,10-1/2 x 5-1/4 x 3-1/2 inches (26.7 x 13.3 x 8.9 cm),,,"Condition Report*:
Mild scrattered scratches. Comes in original box. 11-1/2 x 6-1/4 x 4-1/4 inches.","BE@RBRICK X Staple
Staple Be@rbrick 400%, 2010
Painted cast resin
10-1/2 x 5-1/4 x 3-1/2 inches (26.7 x 13.3 x 8.9 cm)
Stamped on the underside of feet
Published by Medicom Toy, Tokyo"
BE@RBRICK X FOX,Ted 2 400%,$137.50,2015,"Cast vinyl, with flocking",10-3/4 x 5-1/2 x 2-1/2 inches (27.3 x 14 x 6.4 cm),,,"Condition Report*:
There do not appear to be any major condition issues; comes in the original box.","BE@RBRICK X FOX
Ted 2 400%, 2015
Cast vinyl, with flocking
10-3/4 x 5-1/2 x 2-1/2 inches (27.3 x 14 x 6.4 cm)
Stamped on the underside of the feet
Published by Medicom Toy, Japan"
BE@RBRICK X Disney,"Pirate's of the Caribbean, At World's End, 400%",$134.00,2007,Painted cast vinyl,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,,"Condition Report*:
No apparent condition issues. Comes in original box. 11-1/2 x 6-1/4 x 4-1/4 inches.
Unframed","BE@RBRICK X Disney
Pirate's of the Caribbean, At World's End, 400%, 2007
Painted cast vinyl
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Stamped to the underside of the feet and the reverse
Produced by Medicom Toy, Tokyo"
BE@RBRICK X Milk Magazine,Chocolate 400% and 100% (two works),$134.00,2017,Painted cast resin,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,,"Condition Report*:
No apparent condition issues. Comes in original box. 5 x 12 x 8 inches.
Unframed","BE@RBRICK X Milk Magazine
Chocolate 400% and 100% (two works), 2017
Painted cast resin
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Stamped to the reverse and the underside of the feet
Produced by Medicom Toy, Tokyo"
BE@RBRICK X Mishka,Long Clothing 400%,$134.00,2018,Painted cast vinyl,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,,"Condition Report*:
No apparent condition issues. Comes in original unopened box. 11-1/2 x 6-1/4 x 4-1/4
Unframed","BE@RBRICK X Mishka
Long Clothing 400%, 2018
Painted cast vinyl
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Produced by Medicom Toy, Tokyo"
BE@RBRICK X Estate of Jean-Michel Basquiat,Basquiat 400% and 100%,$125.00,2017,Painted cast resin,10-3/4 x 5-1/2 x 3-3/4 inches (27.3 x 14 x 9.5 cm),,,"Condition Report*:
Dent to the bottom of the left foot on 400%. Comes in original box. 12 x 8 x 5 inches.","BE@RBRICK X Estate of Jean-Michel Basquiat
Basquiat 400% and 100%, 2017
Painted cast resin
10-3/4 x 5-1/2 x 3-3/4 inches (27.3 x 14 x 9.5 cm)
Each stamped to the reverse or bottom of the feet
Published by Medicom Toy, Tokyo"
BE@RBRICK X Hiroto Komoto,Wonder Festival,$125.00,2003,Painted cast resin,10-3/4 x 5-1/4 x 3-1/2 inches (27.3 x 13.3 x 8.9 cm),,,"Condition Report*:
Scratches to the underside of the feet; surface soil and staining to the crevaces. Comes in original box. 11-1/4 x 6-1/4 x 4-1/4 inches.","BE@RBRICK X Hiroto Komoto
Wonder Festival, 2003
Painted cast resin
10-3/4 x 5-1/4 x 3-1/2 inches (27.3 x 13.3 x 8.9 cm)
Stamped on the reverse and underside of feet
Published by Medicom Toy, Tokyo"
BE@RBRICK X Seher,Headquarter 400%,$125.00,2010,Painted cast vinyl,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,,"Condition Report*:
Scuffs to the ears, back of the head, and bottom of the feet; adhesive residue to the back of the legs. Does not come in original box.","BE@RBRICK X Seher
Headquarter 400%, 2010
Painted cast vinyl
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Stamped on the reverse and underside of the feet
Published by Medicom Toy, Tokyo"
BE@RBRICK X The Simpsons,Krusty the Clown 400%,$125.00,2016,Painted cast resin,10-1/2 x 5-1/4 x 3-1/2 inches (26.7 x 13.3 x 8.9 cm),,,"Condition Report*:
Small stain to the back of the left leg; mild small scratches. Comes in original box. 11-1/2 x 6-1/4 x 4-1/4 inches.","BE@RBRICK X The Simpsons
Krusty the Clown 400%, 2016
Painted cast resin
10-1/2 x 5-1/4 x 3-1/2 inches (26.7 x 13.3 x 8.9 cm)
Stamped on the reverse and underside of feet
Published by Medicom Toy, Tokyo"
BE@RBRICK X The Simpsons,Bartman 400%,$125.00,2017,Painted cast resin,10-1/2 x 5-1/4 x 3-1/2 inches (26.7 x 13.3 x 8.9 cm),,,"Condition Report*:
Scuff to the tip of the ear. Comes in original box. 11-1/2 x 6-1/4 x 4-1/4 inches.","BE@RBRICK X The Simpsons
Bartman 400%, 2017
Painted cast resin
10-1/2 x 5-1/4 x 3-1/2 inches (26.7 x 13.3 x 8.9 cm)
Stamped on the reverse and the underside of the feet
Published by Medicom Toy, Tokyo"
BE@RBRICK X Sesame Street,Elmo 400%,$125.00,2016,Painted cast vinyl,10-1/2 x 5-1/4 x 3-1/2 inches (26.7 x 13.3 x 8.9 cm),,,"Condition Report*:
No apparent condition issues. Comes in original box. 11-1/2 x 6-1/4 x 4-1/4 inches.","BE@RBRICK X Sesame Street
Elmo 400%, 2016
Painted cast vinyl
10-1/2 x 5-1/4 x 3-1/2 inches (26.7 x 13.3 x 8.9 cm)
Stamped on the reverse and the underside of the feet
Published by Medicom Toy, Tokyo"
BE@RBRICK X World Wide Tour,Unkle 400%,$124.00,2004,Painted cast resin,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,,"Condition Report*:
No apparent condition issues. Comes in original box. 11/12 x 6-1/4 x 4-1/2 inches.
Unframed","BE@RBRICK X World Wide Tour
Unkle 400%, 2004
Painted cast resin
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Stamped to the underside of the feet
Produced by Medicom Toy, Tokyo"
BE@RBRICK X DC Comics,"The Joker 400%, from The Dark Knight Trilogy",$124.00,2015,Painted cast vinyl,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,,"Condition Report*:
No apparent condition issues. Comes in original box. 11-1/2 x 6-1/4 x 4-1/2 inches.
Unframed","BE@RBRICK X DC Comics
The Joker 400%, from The Dark Knight Trilogy, 2015
Painted cast vinyl
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Stamped on the reverse and underside of the feet
Produced by Medicom Toy, Tokyo"
BE@RBRICK X Godzilla vs. Destoroyah,Godzilla Desgodzi Burning Version 400%,$124.00,2016,Painted cast resin,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,,"Condition Report*:
Scattered scuffs and mild surface soil. Comes in original box. 11-1/2 x 6-1/4 x 4-1/2 inches.
Unframed","BE@RBRICK X Godzilla vs. Destoroyah
Godzilla Desgodzi Burning Version 400%, 2016
Painted cast resin
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Stamped to the reverse and the underside of the feet
Produced by Medicom Toy, Tokyo"
BE@RBRICK X Peanuts,Charlie Brown 400%,$124.00,2017,Painted cast resin,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,,"Condition Report*:
No apparent condition issues. Comes in original packaging. 11-1/2 x 6-1/4 x 4-1/4 inches.
Unframed","BE@RBRICK X Peanuts
Charlie Brown 400%, 2017
Painted cast resin
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Stamped to the reverse and the underside of the feet
Produced by Medicom Toy, Tokyo"
BE@RBRICK,My First Be@rbrick B@by200% (Neon),$124.00,2017,Painted metal,5-1/2 x 2-5/8 x 2 inches (14.0 x 6.7 x 5.1 cm),,,"Condition Report*:
No apparent condition issues. Comes in original unopened box. 7x4x3 inches.
Unframed","BE@RBRICK
My First Be@rbrick B@by200% (Neon), 2017
Painted metal
5-1/2 x 2-5/8 x 2 inches (14.0 x 6.7 x 5.1 cm)
Produced by Medicom Toy, Tokyo"
BE@RBRICK X Prodigy,Invaders Must Die 400%,$119.00,2010,Painted cast resin,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,,"Condition Report*:
No apparent condition issues. Comes in original box. 11-1/2 x 6-1/4 x 4-1/2 inches.
Unframed","BE@RBRICK X Prodigy
Invaders Must Die 400%, 2010
Painted cast resin
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Stamped to the reverse and the underside of the feet
Produced by Medicom Toy, Tokyo"
BE@RBRICK X Amplifier,"The Timers Zerry, Kiyoshiro Imawano 400%",$119.00,2017,Painted cast resin,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,,"Condition Report*:
Unframed","BE@RBRICK X Amplifier
The Timers Zerry, Kiyoshiro Imawano 400%, 2017
Painted cast resin
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Stamped to the underside of the feet
Produced by Medicom Toy, Tokyo
No apparent condition issues. Comes in original unopened box. 11-1/2 x 6-1/4 x 4-1/2 inches."
BE@RBRICK X UNKLE,Daydreaming With... 400%,$114.00,2015,Painted cast vinyl,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,,"Condition Report*:
Comes in original unopened packaging. 11-1/2 x 6-1/4 x 4-1/2 inches.
Unframed","BE@RBRICK X UNKLE
Daydreaming With... 400%, 2015
Painted cast vinyl
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Produced by Medicom Toy, Tokyo"
BE@RBRICK,My First Be@rbrick B@by 200% (Gold and Silver),$114.00,2017,Painted metal,5-1/2 x 2-5/8 x 2 inches (14.0 x 6.7 x 5.1 cm),,,"Condition Report*:
No apparent condition issues. Comes in original unopened box. 7x4x3 inches.
Unframed","BE@RBRICK
My First Be@rbrick B@by 200% (Gold and Silver), 2017
Painted metal
5-1/2 x 2-5/8 x 2 inches (14.0 x 6.7 x 5.1 cm)
Produced by Medicom Toy, Tokyo"
BE@RBRICK X Project 1/6,Centurion 400% (Green),$109.00,2014,Painted cast vinyl,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,,"Condition Report*:
No apparent condition issues. Comes in original unopened box. 11-1/2 x 6-1/4 x 4-1/2 inches.
Unframed","BE@RBRICK X Project 1/6
Centurion 400% (Green), 2014
Painted cast vinyl
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Produced by Medicom Toy, Tokyo"
BE@RBRICK X Punk Drunkers,Aitsu 400%,$109.00,2017,Painted cast resin,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,,"Condition Report*:
No apparent condition issues. Comes in original box. 11-1/2 x 6-1/4 x 4-1/2 inches.
Unframed","BE@RBRICK X Punk Drunkers
Aitsu 400%, 2017
Painted cast resin
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Stamped to the reverse and the underside of the feet
Produced by Medicom Toy, Tokyo"
KAWS X BE@RBRICK,NADSAT Pez Dispenser,$106.25,2003,Painted cast resin,5 x 1-1/2 x 1 inches (12.7 x 3.8 x 2.5 cm),,,"Condition Report*:
Mild surface soil, most notably to the left and right seam. Comes with original packaging.","KAWS X BE@RBRICK
NADSAT Pez Dispenser, 2003
Painted cast resin
5 x 1-1/2 x 1 inches (12.7 x 3.8 x 2.5 cm)
Stamped on the underside
Published by Medicom Toy, Tokyo"
BE@RBRICK X Valentine,Hello MR Scum 400%,$104.00,2003,Painted cast resin,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,,"Condition Report*:
Mild scuffs, scratches and surface soil. Comes in original box. 11-1/2 x 6-1/4 x 4-1/2 inches.
Unframed","BE@RBRICK X Valentine
Hello MR Scum 400%, 2003
Painted cast resin
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Stamped to the reverse and the underside of the feet
Produced by Medicom Toy, Tokyo"
BE@RBRICK X Whiz Ltd.,Series 36 400%,$104.00,2008,Painted cast resin,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,,"Condition Report*:
No apparent condition issues. Comes in original box. 11-1/2 x 6-1/4 x 4-1/2 inches.
Unframed","BE@RBRICK X Whiz Ltd.
Series 36 400%, 2008
Painted cast resin
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Stamped to the underside of the feet
Produced by Medicom Toy, Tokyo"
BE@RBRICK X Project 1/6,Centurion 200% (Gold),$104.00,2015,Painted metal,5-1/2 x 2-5/8 x 2 inches (14.0 x 6.7 x 5.1 cm),,,"Condition Report*:
Very mild finger print smudges. Comes in original box. 7x4x3 inches.
Unframed","BE@RBRICK X Project 1/6
Centurion 200% (Gold), 2015
Painted metal
5-1/2 x 2-5/8 x 2 inches (14.0 x 6.7 x 5.1 cm)
Stamped to the front, reverse, and underside of the feet
Produced by Medicom Toy, Tokyo"
BE@RBRICK X Ken Ishikawa X Go Nagai,"Getter 1 Super Alloyed, from Getter Robo",$104.00,2016,Painted metal,5-1/2 x 2-5/8 x 2 inches (14.0 x 6.7 x 5.1 cm),,,"Condition Report*:
Very mild finger print smudges. Comes in original box. 7x4x3 inches.
Unframed","BE@RBRICK X Ken Ishikawa X Go Nagai
Getter 1 Super Alloyed, from Getter Robo, 2016
Painted metal
5-1/2 x 2-5/8 x 2 inches (14.0 x 6.7 x 5.1 cm)
Stamped to the reverse and the underside of the feet
Produced by Medicom Toy, Tokyo"
KAWS X BE@RBRICK,"Companion 70%, keychain",$100.00,2011,Painted cast resin,2 x 1-1/2 x 1 inches (5.1 x 3.8 x 2.5 cm),,,"Condition Report*:
There do not appear to be any major condition issues; comes with the original packaging.","KAWS X BE@RBRICK
Companion 70%, keychain, 2011
Painted cast resin
2 x 1-1/2 x 1 inches (5.1 x 3.8 x 2.5 cm)
Stamped to the reverse
Published by Medicom Toy, Tokyo"
KAWS X BE@RBRICK,"Companion 70%, keychain",$100.00,2011,Painted cast resin,2 x 1-1/2 x 1 inches (5.1 x 3.8 x 2.5 cm),,,"Condition Report*:
There do not appear to be any major condition issues; comes with the original packaging.","KAWS X BE@RBRICK
Companion 70%, keychain, 2011
Painted cast resin
2 x 1-1/2 x 1 inches (5.1 x 3.8 x 2.5 cm)
Stamped to the reverse
Published by Medicom Toy, Tokyo"
BE@RBRICK X Kuntzel + Deygas X Caperino & Peperone,Art of Sleeping,$99.00,2009,Painted cast resin,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,,"Condition Report*:
No apparent condition issues. Comes in original box. 11-1/2 x 6-1/4 x 4-1/2 inches.
Unframed","BE@RBRICK X Kuntzel + Deygas X Caperino & Peperone
Art of Sleeping, 2009
Painted cast resin
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Stamped to the underside of the feet
Produced by Medicom Toy, Tokyo"
BE@RBRICK X Dr. Romanelli,Beetle Bailey 400%,$99.00,2011,Painted cast vinyl,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,,"Condition Report*:
No apparent condition issues. Comes in original unopened box. 11-1/2 x 6-1/4 x 4-1/2 inches.
Unframed","BE@RBRICK X Dr. Romanelli
Beetle Bailey 400%, 2011
Painted cast vinyl
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Produced by Medicom Toy, Tokyo"
BE@RBRICK X Balzac,Atom-Age Vampire in 308 400% (Black),$99.00,2012,Painted cast vinyl,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,,"Condition Report*:
No apparent condition issues. Comes in original unopened packaging. 11-1/2 x 6-1/4 x 4-1/4 inches.
Unframed","BE@RBRICK X Balzac
Atom-Age Vampire in 308 400% (Black), 2012
Painted cast vinyl
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Produced by Medicom Toy, Tokyo"
BE@RBRICK X Evangelion,EVA-1 Test Type 400%,$99.00,2013,Painted cast resin,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,,"Condition Report*:
No apparent condition issues. Comes in original box. 11-1/2 x 6-1/4 x 4-1/2 inches.
Unframed","BE@RBRICK X Evangelion
EVA-1 Test Type 400%, 2013
Painted cast resin
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Stamped to the underside of the feet
Produced by Medicom Toy, Tokyo"
BE@RBRICK X Evangelion,EVA- 1 Test Type Awake Version 400%,$99.00,2015,Painted cast resin,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,,"Condition Report*:
No apparent condition issues. Comes in original box. 11-1/2 x 6-1/2 x 4-1/2 inches.
Unframed","BE@RBRICK X Evangelion
EVA- 1 Test Type Awake Version 400%, 2015
Painted cast resin
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Stamped to the underside of the feet
Produced by Medicom Toy, Tokyo"
BE@RBRICK X Tokyo Skytree,Soramachi Kintaro Ame 400%,$99.00,2016,Painted cast resin,10-3/4 x 5 x 35 inches (27.3 x 12.7 x 88.9 cm),,,"Condition Report*:
Some mild surface soil. Comes in original box. 11-1/2 x 6-1/14 x 4-1/2 inches.
Unframed","BE@RBRICK X Tokyo Skytree
Soramachi Kintaro Ame 400%, 2016
Painted cast resin
10-3/4 x 5 x 35 inches (27.3 x 12.7 x 88.9 cm)
Stamped to the reverse and the underside of the feet
Produced by Medicom Toy, Tokyo"
BE@RBRICK X Ken Ishikawa X Go Nagai,"Getter Robo, Getter 1 (Red and White)",$99.00,2017,Painted cast vinyl,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,,"Condition Report*:
No apparent condition issues. Comes in original unopened box. 11-1/2 x 6-1/4 x 4-1/4 inches.
Unframed","BE@RBRICK X Ken Ishikawa X Go Nagai
Getter Robo, Getter 1 (Red and White), 2017
Painted cast vinyl
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Produced by Medicom Toy, Tokyo"
BE@RBRICK X SDP BEAMS,Scha Dara Parr 400%,$99.00,2017,Painted cast vinyl,10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm),,,"Condition Report*:
No apparent condition issues. Comes in original unopened packaging. 11-1/2 x 6-1/4 x 4-1/4 inches.
Unframed","BE@RBRICK X SDP BEAMS
Scha Dara Parr 400%, 2017
Painted cast vinyl
10-3/4 x 5 x 3-1/2 inches (27.3 x 12.7 x 8.9 cm)
Produced by Medicom Toy, Tokyo"
BE@RBRICK X Disney,Minnie Mouse 400%,$99.00,2018,Painted cast resin,10-3/4 x 5 x 305 inches (27.3 x 12.7 x 774.7 cm),,,"Condition Report*:
Comes in original unopened box. 11-3/4 x 6-1/4 x 4-1/2 inches.
Unframed","BE@RBRICK X Disney
Minnie Mouse 400%, c. 2018
Painted cast resin
10-3/4 x 5 x 305 inches (27.3 x 12.7 x 774.7 cm)
Produced by Medicom Toy, Tokyo"
BE@RBRICK X BAIT,Gold Bar 100%,$89.00,2017,Chromed cast vinyl,2-3/4 x 1-1/2 x 1-1/2 inches (7.0 x 3.8 x 3.8 cm),,,"Condition Report*:
Comes in original box. No apparent condition issues.","BE@RBRICK X BAIT
Gold Bar 100%, 2017
Chromed cast vinyl
2-3/4 x 1-1/2 x 1-1/2 inches (7.0 x 3.8 x 3.8 cm)
Produced and manufactured by Medicom Toy, Tokyo"
KAWS X BE@RBRICK,Dissected Companion 100% (Grey),$79.00,2008,Painted cast vinyl,2-3/4 x 1-1/4 x 1 inches (7.0 x 3.2 x 2.5 cm),,Edition of 500,"Condition Report*:
Paint losses to feet and right arm; heavy surface soiling. Comes in original box. 2-3/4 x 1-1/4 x 1-1/4 inches.","KAWS X BE@RBRICK
Dissected Companion 100% (Grey), 2008
Painted cast vinyl
2-3/4 x 1-1/4 x 1 inches (7.0 x 3.2 x 2.5 cm)
Edition of 500
Stamped to the underside of the feet
Published by Medicom Toy, Tokyo"
BE@RBRICK X Wonder Worker Guerrilla band X SASQUATCHfabrix,WWGB 200%,$77.00,2011,Painted metal,5-1/2 x 2-5/8 x 2 inches (14.0 x 6.7 x 5.1 cm),,,"Condition Report*:
Very mild finger print smudges. Comes in original box. 7x4x3 inches.
Unframed","BE@RBRICK X Wonder Worker Guerrilla band X SASQUATCHfabrix
WWGB 200%, 2011
Painted metal
5-1/2 x 2-5/8 x 2 inches (14.0 x 6.7 x 5.1 cm)
Stamped to the reverse and the underside of the feet
Produced by Medicom Toy, Tokyo"
KAWS X BE@RBRICK,"Companion 70%, keychain",$74.00,2011,Painted cast resin,2 x 1-1/2 x 1 inches (5.1 x 3.8 x 2.5 cm),,,"Condition Report*:
There do not appear to be any major condition issues; comes with the original packaging.","KAWS X BE@RBRICK
Companion 70%, keychain, 2011
Painted cast resin
2 x 1-1/2 x 1 inches (5.1 x 3.8 x 2.5 cm)
Stamped to the reverse
Published by Medicom Toy, Tokyo"
BE@RBRICK X BAPE,1st Camo Shark 100% (Green),$74.00,2016,Painted cast vinyl,6 x 4 x 1 inches (15.2 x 10.2 x 2.5 cm) (box),,,"Condition Report*:
Comes in original unopened packaging.","BE@RBRICK X BAPE
1st Camo Shark 100% (Green), 2016
Painted cast vinyl
6 x 4 x 1 inches (15.2 x 10.2 x 2.5 cm) (box)
Published by Medicom Toy, Tokyo"
BE@RBRICK X Staple Design,"Silver 50%, keychain, circa",$74.00,2007,Chrome cast resin,1-1/2 x 3/4 x 1/4 inches (3.8 x 1.9 x 0.6 cm),,,"Condition Report*:
Finger print smudges. Does not come in original box.","BE@RBRICK X Staple Design
Silver 50%, keychain, circa 2007
Chrome cast resin
1-1/2 x 3/4 x 1/4 inches (3.8 x 1.9 x 0.6 cm)
Stamped on the reverse
Published by Medicom Toy, Tokyo"
BE@RBRICK x I AM OTHER,Think Other Black 100%,$69.00,2017,Painted & articulated plastic figure,2-3/4 x 1-1/4 inches (7.0 x 3.2 cm),,,"Condition Report*:
No apparent condition issues. Comes in original box.","BE@RBRICK x I AM OTHER
Think Other Black 100%, 2017
Painted & articulated plastic figure
2-3/4 x 1-1/4 inches (7.0 x 3.2 cm)
Produced and Manufactured by Medicom Toy, Tokyo"
BE@RBRICK,Series 28- Hero 100%,$67.00,2014,Painted cast resin,2-3/4 x 1-1/4 x 1/2 inches (7 x 3.2 x 1.3 cm),,,"Condition Report*:
There do not appear to be any major condition issues; comes in the original box.","BE@RBRICK
Series 28- Hero 100%, 2014
Painted cast resin
2-3/4 x 1-1/4 x 1/2 inches (7 x 3.2 x 1.3 cm)
Stamped on the reverse
Published by Medicom Toy, Tokyo"
